algorithm,scenario,trial,duration_seconds,seed,avg_throughput_gbps,min_throughput_gbps,max_throughput_gbps,deadlock_fraction,recovery_time_us,packets_forwarded,packets_dropped_ttl,packets_dropped_overflow,collateral_drops,deadlock_occurred,recovered
Fixed Timeout (PF6-A),Ring3_Moderate,27,7.502747058868408,369,29.7,0.0,1316.2800000000002,0.9,0.0,12375.0,130.0,119719.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,28,7.440431833267212,370,30.014400000000002,0.0,1285.3200000000002,0.9,0.0,12506.0,129.0,119388.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,29,7.4935081005096436,371,29.467200000000002,0.0,1288.56,0.9,0.0,12278.0,135.0,119715.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,30,7.419917106628418,372,31.188000000000002,0.0,1392.8400000000001,0.9,0.0,12995.0,140.0,119746.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,31,7.4128570556640625,373,31.355999999999998,0.0,1351.6799999999998,0.9,0.0,13065.0,128.0,119588.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,32,7.4998438358306885,374,30.432,0.0,1335.96,0.9,0.0,12680.0,120.0,119561.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,33,7.51203989982605,375,30.338399999999996,0.0,1353.24,0.9,0.0,12641.0,125.0,119354.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,34,7.257941007614136,376,30.6672,0.0,1370.04,0.9,0.0,12778.0,139.0,119822.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,35,7.357793092727661,377,31.240800000000004,0.0,1365.1200000000001,0.9,0.0,13017.0,134.0,119582.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,36,7.478880167007446,378,31.401599999999995,0.0,1381.8,0.9,0.0,13084.0,133.0,119643.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,37,7.499668121337891,379,30.7128,0.0,1342.08,0.9,0.0,12797.0,136.0,119404.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,38,7.547777891159058,380,31.2384,0.0,1400.04,0.9,0.0,13016.0,152.0,119533.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,39,7.484302997589111,381,32.3664,0.0,1444.8,0.9,0.0,13486.0,138.0,119369.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,40,7.681235074996948,382,31.4808,0.0,1378.8,0.9,0.0,13117.0,132.0,119766.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,41,7.560167074203491,383,28.252800000000008,0.0,1255.0800000000002,0.9,0.0,11772.0,137.0,119408.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,42,7.454018831253052,384,27.4848,0.0,1203.6,0.9,0.0,11452.0,133.0,119545.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,43,7.373700857162476,385,31.003199999999996,0.0,1348.08,0.9,0.0,12918.0,139.0,119355.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,44,7.632006883621216,386,30.729599999999998,0.0,1366.08,0.9,0.0,12804.0,132.0,119515.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,45,7.393319129943848,387,32.7624,0.0,1431.48,0.9,0.0,13651.0,127.0,119389.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,46,7.210992097854614,388,30.458400000000005,0.0,1371.24,0.9,0.0,12691.0,129.0,119464.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,47,7.505750894546509,389,30.6,0.0,1342.56,0.9,0.0,12750.0,118.0,119531.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,48,7.53879714012146,390,31.044,0.0,1357.08,0.9,0.0,12935.0,134.0,119648.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Moderate,49,7.656090974807739,391,32.827200000000005,0.0,1425.36,0.9,0.0,13678.0,130.0,119589.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,0,7.623047351837158,392,29.555999999999997,0.0,1262.28,0.9,0.0,12315.0,131.0,123104.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,1,7.462447881698608,393,26.546400000000002,0.0,1166.04,0.9,0.0,11061.0,141.0,123160.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,2,7.508616924285889,394,26.385599999999997,0.0,1173.36,0.9,0.0,10994.0,126.0,123207.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,3,7.636011123657227,395,23.171999999999997,0.0,998.88,0.9,0.0,9655.0,129.0,123294.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,4,7.6214683055877686,396,26.107200000000002,0.0,1122.36,0.9,0.0,10878.0,130.0,123460.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,5,7.322783946990967,397,26.9784,0.0,1151.7600000000002,0.9,0.0,11241.0,123.0,123281.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,6,7.5638062953948975,398,28.092,0.0,1238.88,0.9,0.0,11705.0,142.0,123100.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,7,7.703820705413818,399,26.685599999999997,0.0,1166.28,0.9,0.0,11119.0,131.0,123023.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,8,7.502778053283691,400,25.8192,0.0,1134.12,0.9,0.0,10758.0,138.0,123387.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,9,7.832986831665039,401,26.815199999999997,0.0,1187.6399999999999,0.9,0.0,11173.0,125.0,123509.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,10,7.646512031555176,402,26.5224,0.0,1139.6399999999999,0.9,0.0,11051.0,131.0,123369.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,11,7.41159200668335,403,26.949600000000004,0.0,1171.92,0.9,0.0,11229.0,131.0,123349.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,12,7.381696939468384,404,26.315999999999995,0.0,1156.6799999999998,0.9,0.0,10965.0,133.0,123607.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,13,7.5530030727386475,405,29.0592,0.0,1202.16,0.9,0.0,12108.0,153.0,123446.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,14,7.62785792350769,406,25.274399999999993,0.0,1114.6799999999998,0.9,0.0,10531.0,132.0,123460.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,15,7.725399971008301,407,25.3728,0.0,1110.48,0.9,0.0,10572.0,133.0,123238.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,16,7.511571884155273,408,28.627200000000002,0.0,1250.76,0.9,0.0,11928.0,137.0,123151.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,17,7.2693188190460205,409,27.091199999999994,0.0,1200.6,0.9,0.0,11288.0,126.0,123578.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,18,7.542958974838257,410,24.962400000000002,0.0,1089.3600000000001,0.9,0.0,10401.0,140.0,123327.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,19,7.328971862792969,411,28.3296,0.0,1243.56,0.9,0.0,11804.0,134.0,123309.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,20,7.27577805519104,412,27.1512,0.0,1199.64,0.9,0.0,11313.0,135.0,123014.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,21,7.316743850708008,413,25.564799999999995,0.0,1096.1999999999998,0.9,0.0,10652.0,136.0,123094.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,22,7.315832138061523,414,25.612800000000004,0.0,1110.48,0.9,0.0,10672.0,140.0,123479.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,23,7.786971807479858,415,28.195199999999996,0.0,1240.32,0.9,0.0,11748.0,128.0,123207.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,24,7.3509521484375,416,28.7904,0.0,1239.6,0.9,0.0,11996.0,134.0,123189.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,25,7.528384208679199,417,25.5384,0.0,1108.44,0.9,0.0,10641.0,133.0,123142.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,26,7.466545820236206,418,26.752800000000004,0.0,1178.04,0.9,0.0,11147.0,140.0,123484.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,27,7.268671989440918,419,25.058400000000002,0.0,1040.04,0.9,0.0,10441.0,136.0,123501.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,28,7.546895265579224,420,25.358400000000003,0.0,1109.4,0.9,0.0,10566.0,132.0,123425.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,29,7.4353110790252686,421,26.025599999999997,0.0,1156.44,0.9,0.0,10844.0,141.0,123383.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,30,7.377279996871948,422,27.3624,0.0,1217.16,0.9,0.0,11401.0,135.0,123154.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,31,7.38445520401001,423,26.9688,0.0,1191.96,0.9,0.0,11237.0,131.0,123082.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,32,7.525463819503784,424,31.072800000000004,0.0,1360.08,0.9,0.0,12947.0,129.0,123322.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,33,7.614269971847534,425,25.5912,0.0,1117.56,0.9,0.0,10663.0,132.0,123157.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,34,7.5803542137146,426,25.908,0.0,1134.0,0.9,0.0,10795.0,135.0,123416.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,35,7.522532939910889,427,26.928,0.0,1176.72,0.9,0.0,11220.0,139.0,123443.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,36,7.516570806503296,428,25.272,0.0,1096.56,0.9,0.0,10530.0,124.0,122960.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,37,7.473340034484863,429,26.911200000000004,0.0,1174.0800000000002,0.9,0.0,11213.0,135.0,123345.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,38,7.489065885543823,430,26.84400000000001,0.0,1170.8400000000001,0.9,0.0,11185.0,147.0,122942.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,39,7.55364990234375,431,29.236800000000002,0.0,1283.64,0.9,0.0,12182.0,132.0,123210.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,40,7.350491285324097,432,25.6512,0.0,1137.24,0.9,0.0,10688.0,131.0,123394.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,41,7.517920017242432,433,28.807199999999998,0.0,1234.6799999999998,0.9,0.0,12003.0,140.0,123189.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,42,7.43008017539978,434,27.295199999999998,0.0,1209.0,0.9,0.0,11373.0,132.0,123141.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,43,7.313650131225586,435,29.711999999999996,0.0,1306.08,0.9,0.0,12380.0,130.0,123096.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,44,7.356614112854004,436,22.7688,0.0,993.48,0.9,0.0,9487.0,138.0,123505.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,45,7.464497089385986,437,29.488799999999998,0.0,1285.44,0.9,0.0,12287.0,151.0,123368.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,46,7.484217166900635,438,30.578400000000002,0.0,1341.72,0.9,0.0,12741.0,133.0,123196.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,47,7.681715965270996,439,26.2776,0.0,1141.56,0.9,0.0,10949.0,137.0,123041.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,48,7.484874963760376,440,25.8456,0.0,1143.96,0.9,0.0,10769.0,142.0,123227.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_Severe,49,7.3995888233184814,441,27.127200000000002,0.0,1148.76,0.9,0.0,11303.0,139.0,123244.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,0,4.2039220333099365,442,15.379199999999999,0.0,632.88,0.9,0.0,6408.0,78.0,121993.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,1,4.2209107875823975,443,14.251199999999999,0.0,605.64,0.9,0.0,5938.0,79.0,122321.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,2,4.253611087799072,444,14.8608,0.0,608.1600000000001,0.9,0.0,6192.0,73.0,122602.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,3,4.203917026519775,445,13.835999999999999,0.0,566.88,0.9,0.0,5765.0,78.0,122122.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,4,4.19266676902771,446,11.944799999999999,0.0,498.23999999999995,0.9,0.0,4977.0,71.0,122277.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,5,4.186408042907715,447,12.192000000000002,0.0,508.44,0.9,0.0,5080.0,75.0,122465.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,6,4.2253429889678955,448,14.731200000000001,0.0,636.12,0.9,0.0,6138.0,74.0,122175.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,7,4.242437124252319,449,16.3368,0.0,712.08,0.9,0.0,6807.0,77.0,122214.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,8,4.212165832519531,450,13.490399999999998,0.0,584.04,0.9,0.0,5621.0,74.0,122136.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,9,4.497645139694214,451,14.0952,0.0,596.76,0.9,0.0,5873.0,64.0,122125.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,10,4.202822208404541,452,16.176,0.0,701.88,0.9,0.0,6740.0,73.0,122188.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,11,4.272364139556885,453,13.308,0.0,537.6,0.9,0.0,5545.0,81.0,122445.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,12,4.214026927947998,454,13.752,0.0,597.72,0.9,0.0,5730.0,76.0,122105.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,13,4.232367038726807,455,15.643199999999997,0.0,662.28,0.9,0.0,6518.0,76.0,122145.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,14,4.2052390575408936,456,13.504800000000001,0.0,551.76,0.9,0.0,5627.0,67.0,122123.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,15,4.2024359703063965,457,14.731200000000001,0.0,610.68,0.9,0.0,6138.0,76.0,122226.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,16,4.226621150970459,458,14.5416,0.0,637.44,0.9,0.0,6059.0,81.0,122133.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,17,4.215348243713379,459,14.906400000000001,0.0,618.0,0.9,0.0,6211.0,74.0,122636.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,18,4.221802234649658,460,13.416,0.0,555.84,0.9,0.0,5590.0,72.0,122524.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,19,4.205319881439209,461,15.9096,0.0,689.64,0.9,0.0,6629.0,70.0,122129.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,20,4.1629250049591064,462,15.251999999999999,0.0,656.16,0.9,0.0,6355.0,66.0,122155.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,21,4.201954126358032,463,14.822400000000002,0.0,654.48,0.9,0.0,6176.0,71.0,122163.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,22,4.236692905426025,464,14.570400000000003,0.0,595.2,0.9,0.0,6071.0,74.0,122030.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,23,4.381716012954712,465,12.863999999999999,0.0,560.76,0.9,0.0,5360.0,72.0,122446.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,24,4.267082929611206,466,13.929599999999997,0.0,566.04,0.9,0.0,5804.0,68.0,122410.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,25,4.268977880477905,467,14.4264,0.0,599.04,0.9,0.0,6011.0,78.0,122288.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,26,4.257588148117065,468,14.426400000000001,0.0,587.1600000000001,0.9,0.0,6011.0,75.0,122116.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,27,4.2380530834198,469,13.545599999999999,0.0,587.76,0.9,0.0,5644.0,76.0,122075.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,28,4.2734599113464355,470,15.084000000000001,0.0,616.6800000000001,0.9,0.0,6285.0,68.0,122313.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,29,4.2850501537323,471,14.087999999999997,0.0,567.48,0.9,0.0,5870.0,75.0,122389.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,30,4.2123517990112305,472,14.901599999999998,0.0,609.6,0.9,0.0,6209.0,71.0,122451.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,31,4.2114198207855225,473,12.4512,0.0,534.72,0.9,0.0,5188.0,76.0,122401.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,32,4.265594720840454,474,12.115200000000002,0.0,515.52,0.9,0.0,5048.0,78.0,122514.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,33,4.185467004776001,475,14.5248,0.0,622.2,0.9,0.0,6052.0,78.0,122193.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,34,4.212665796279907,476,16.2432,0.0,699.12,0.9,0.0,6768.0,74.0,122082.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,35,4.176630020141602,477,15.681599999999998,0.0,645.12,0.9,0.0,6534.0,76.0,122291.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,36,4.232913255691528,478,13.2,0.0,545.52,0.9,0.0,5500.0,70.0,122185.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,37,4.4613871574401855,479,15.069600000000003,0.0,663.48,0.9,0.0,6279.0,72.0,122271.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,38,4.221723794937134,480,16.6704,0.0,735.24,0.9,0.0,6946.0,78.0,122305.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,39,4.244079828262329,481,13.675199999999998,0.0,557.76,0.9,0.0,5698.0,81.0,122178.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,40,4.246984958648682,482,15.285600000000002,0.0,640.2,0.9,0.0,6369.0,75.0,122430.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,41,4.252327919006348,483,16.7448,0.0,733.6800000000001,0.9,0.0,6977.0,72.0,122293.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,42,4.230764865875244,484,12.439199999999998,0.0,520.56,0.9,0.0,5183.0,81.0,121939.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,43,4.373179912567139,485,16.0416,0.0,659.88,0.9,0.0,6684.0,71.0,122273.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,44,4.198020935058594,486,15.4704,0.0,682.0799999999999,0.9,0.0,6446.0,82.0,122340.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,45,4.225570917129517,487,14.061599999999999,0.0,613.4399999999999,0.9,0.0,5859.0,74.0,122125.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,46,4.21033501625061,488,13.372800000000002,0.0,559.2,0.9,0.0,5572.0,79.0,122183.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,47,4.2265520095825195,489,12.6936,0.0,537.48,0.9,0.0,5289.0,76.0,122362.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,48,4.205577850341797,490,12.8184,0.0,532.2,0.9,0.0,5341.0,70.0,122246.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring3_SmallBuffer,49,4.23821496963501,491,16.4232,0.0,698.64,0.9,0.0,6843.0,75.0,122335.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,0,9.957977771759033,492,48.576,0.0,2189.16,0.9,0.0,20240.0,187.0,153882.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,1,10.471668004989624,493,50.41439999999999,0.0,2290.68,0.9,0.0,21006.0,191.0,153960.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,2,10.437079906463623,494,48.78720000000001,0.0,2219.76,0.9,0.0,20328.0,168.0,154116.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,3,10.163515090942383,495,47.4696,0.0,2177.64,0.9,0.0,19779.0,182.0,154024.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,4,10.002966165542603,496,50.46959999999999,0.0,2227.3199999999997,0.9,0.0,21029.0,175.0,153823.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,5,10.021254777908325,497,50.8248,0.0,2259.12,0.9,0.0,21177.0,169.0,154048.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,6,10.259324789047241,498,49.8672,0.0,2249.04,0.9,0.0,20778.0,173.0,154249.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,7,9.912544012069702,499,49.872,0.0,2216.88,0.9,0.0,20780.0,175.0,154124.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,8,9.82214093208313,500,50.19119999999998,0.0,2216.5199999999995,0.9,0.0,20913.0,183.0,153878.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,9,9.745334148406982,501,49.147200000000005,0.0,2196.6000000000004,0.9,0.0,20478.0,183.0,153844.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,10,10.348737001419067,502,53.89920000000001,0.0,2446.92,0.9,0.0,22458.0,175.0,153925.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,11,10.061146974563599,503,53.256,0.0,2482.68,0.9,0.0,22190.0,185.0,154255.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,12,11.079399108886719,504,55.893600000000006,0.0,2585.1600000000003,0.9,0.0,23289.0,185.0,154174.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,13,9.97862195968628,505,52.5192,0.0,2348.04,0.9,0.0,21883.0,178.0,154118.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,14,10.10335898399353,506,51.04559999999999,0.0,2347.4399999999996,0.9,0.0,21269.0,180.0,153870.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,15,10.202892065048218,507,53.2104,0.0,2427.7200000000003,0.9,0.0,22171.0,170.0,153866.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,16,10.092434167861938,508,50.6568,0.0,2306.2799999999997,0.9,0.0,21107.0,185.0,153972.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,17,9.799154281616211,509,49.35120000000001,0.0,2201.6400000000003,0.9,0.0,20563.0,171.0,154058.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,18,10.94205904006958,510,50.217600000000004,0.0,2247.0,0.9,0.0,20924.0,181.0,154233.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,19,9.949718952178955,511,51.7056,0.0,2361.48,0.9,0.0,21544.0,187.0,153905.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,20,10.109874963760376,512,51.576,0.0,2339.16,0.9,0.0,21490.0,176.0,154284.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,21,10.45275092124939,513,50.265600000000006,0.0,2257.8,0.9,0.0,20944.0,186.0,153834.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,22,10.226039171218872,514,50.30399999999999,0.0,2256.72,0.9,0.0,20960.0,202.0,154327.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,23,9.94558310508728,515,49.687200000000004,0.0,2204.4,0.9,0.0,20703.0,183.0,154055.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,24,10.382099866867065,516,52.98719999999998,0.0,2433.4799999999996,0.9,0.0,22078.0,191.0,153800.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,25,9.957466125488281,517,48.645600000000016,0.0,2198.6400000000003,0.9,0.0,20269.0,179.0,154187.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,26,9.911879062652588,518,57.3384,0.0,2576.2799999999997,0.9,0.0,23891.0,176.0,153944.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,27,9.755014896392822,519,45.482400000000005,0.0,2033.16,0.9,0.0,18951.0,198.0,154003.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,28,10.100552082061768,520,44.599199999999996,0.0,2011.08,0.9,0.0,18583.0,185.0,153943.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,29,10.41875410079956,521,51.8112,0.0,2354.7599999999998,0.9,0.0,21588.0,178.0,154002.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,30,10.414530992507935,522,47.48160000000001,0.0,2167.56,0.9,0.0,19784.0,196.0,154041.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,31,9.974620819091797,523,52.38000000000001,0.0,2335.8,0.9,0.0,21825.0,172.0,153845.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,32,10.0952889919281,524,52.6128,0.0,2391.2400000000002,0.9,0.0,21922.0,181.0,153743.0,0.0,0.0,0.0
Fixed Timeout (PF6-A),Ring4_Moderate,33,10.120946884155273,525,53.22239999999999,0.0,2454.12,0.9,0.0,22176.0,195.0,153872.0,0.0,0.0,0.0
